seed,validation_index,training_episode,step,state_cos_theta,state_sin_theta,state_theta_dot,theta_wrapped,upright,stable_upright,action,torque,reward,validation_total_reward
8,0,800,0,-0.9999999403953552,-8.742277657347586e-08,0.0,-3.1415925661670117,0,0,0,-2.0,-1.997174859046936,66.49058532714844
8,0,800,1,-0.9998874664306641,0.014999454841017723,-0.30000007152557373,3.126592635721893,0,0,0,-2.0,-1.9907729625701904,66.49058532714844
8,0,800,2,-0.9990127682685852,0.0444229319691658,-0.5887504816055298,3.097155095907007,0,0,0,-2.0,-1.9823311567306519,66.49058532714844
8,0,800,3,-0.9961996674537659,0.087098628282547,-0.8554332852363586,3.0543835212273507,0,0,0,-2.0,-1.968580961227417,66.49058532714844
8,0,800,4,-0.9899752140045166,0.14124085009098053,-1.0901093482971191,2.999877928369567,0,0,0,-2.0,-1.9461315870285034,66.49058532714844
8,0,800,5,-0.9788724780082703,0.2044714242219925,-1.2841787338256836,2.9356689497605455,0,0,0,-2.0,-1.9122077226638794,66.49058532714844
8,0,800,6,-0.9617528915405273,0.273918479681015,-1.430825114250183,2.8641276559070814,0,0,0,-2.0,-1.8653044700622559,66.49058532714844
8,0,800,7,-0.9380856156349182,0.3464033901691437,-1.5253862142562866,2.787858253225089,0,0,0,-2.0,-1.805619716644287,66.49058532714844
8,0,800,8,-0.9081244468688965,0.41870027780532837,-1.5655837059020996,2.70957900712958,0,0,0,-2.0,-1.7351720333099365,66.49058532714844
8,0,800,9,-0.8729438185691833,0.48782065510749817,-1.551558494567871,2.6320011661925222,0,0,0,-2.0,-1.6575947999954224,66.49058532714844
8,0,800,10,-0.8343321681022644,0.5512619614601135,-1.4856929779052734,2.557716601998362,0,0,0,-2.0,-1.5776751041412354,66.49058532714844
8,0,800,11,-0.7945753335952759,0.6071654558181763,-1.372246503829956,2.489104258646495,0,0,6,2.0,-1.5433297157287598,66.49058532714844
8,0,800,12,-0.7754731774330139,0.6313804388046265,-0.6168723702430725,2.4582605671854934,0,0,6,2.0,-1.568952202796936,66.49058532714844
8,0,800,13,-0.7803950905799866,0.6252866983413696,0.15666300058364868,2.466093779802397,0,0,6,2.0,-1.6526849269866943,66.49058532714844
8,0,800,14,-0.8084881901741028,0.5885123014450073,0.9256280064582825,2.512375104267208,0,0,6,2.0,-1.7828195095062256,66.49058532714844
8,0,800,15,-0.8546774983406067,0.5191591382026672,1.6670122146606445,2.5957257827622633,0,0,6,2.0,-1.937990427017212,66.49058532714844
8,0,800,16,-0.909777820110321,0.4150955080986023,2.35638165473938,2.713544865062282,0,0,6,2.0,-2.088562250137329,66.49058532714844
8,0,800,17,-0.9611485600471497,0.2760315239429474,2.967703342437744,2.861929890051203,0,0,6,2.0,-2.2003955841064453,66.49058532714844
8,0,800,18,-0.9943950176239014,0.10572843998670578,3.474726915359497,3.035666232692941,0,0,6,2.0,-2.154585838317871,66.49058532714844
8,0,800,19,-0.9962373971939087,-0.0866658091545105,3.8540232181549072,-3.054817981750911,0,0,6,2.0,-1.9847609996795654,66.49058532714844
