seed,validation_index,training_episode,step,state_cos_theta,state_sin_theta,state_theta_dot,theta_wrapped,upright,stable_upright,action,torque,reward,validation_total_reward
1,0,800,0,-0.9999999403953552,-8.742277657347586e-08,0.0,-3.1415925661670117,0,0,0,-2.0,-1.997174859046936,-3.986201286315918
1,0,800,1,-0.9998874664306641,0.014999454841017723,-0.30000007152557373,3.126592635721893,0,0,0,-2.0,-1.9907729625701904,-3.986201286315918
1,0,800,2,-0.9990127682685852,0.0444229319691658,-0.5887504816055298,3.097155095907007,0,0,0,-2.0,-1.9823311567306519,-3.986201286315918
1,0,800,3,-0.9961996674537659,0.087098628282547,-0.8554332852363586,3.0543835212273507,0,0,0,-2.0,-1.968580961227417,-3.986201286315918
1,0,800,4,-0.9899752140045166,0.14124085009098053,-1.0901093482971191,2.999877928369567,0,0,0,-2.0,-1.9461315870285034,-3.986201286315918
1,0,800,5,-0.9788724780082703,0.2044714242219925,-1.2841787338256836,2.9356689497605455,0,0,0,-2.0,-1.9122077226638794,-3.986201286315918
1,0,800,6,-0.9617528915405273,0.273918479681015,-1.430825114250183,2.8641276559070814,0,0,0,-2.0,-1.8653044700622559,-3.986201286315918
1,0,800,7,-0.9380856156349182,0.3464033901691437,-1.5253862142562866,2.787858253225089,0,0,0,-2.0,-1.805619716644287,-3.986201286315918
1,0,800,8,-0.9081244468688965,0.41870027780532837,-1.5655837059020996,2.70957900712958,0,0,0,-2.0,-1.7351720333099365,-3.986201286315918
1,0,800,9,-0.8729438185691833,0.48782065510749817,-1.551558494567871,2.6320011661925222,0,0,0,-2.0,-1.6575947999954224,-3.986201286315918
1,0,800,10,-0.8343321681022644,0.5512619614601135,-1.4856929779052734,2.557716601998362,0,0,0,-2.0,-1.5776751041412354,-3.986201286315918
1,0,800,11,-0.7945753335952759,0.6071654558181763,-1.372246503829956,2.489104258646495,0,0,0,-2.0,-1.5007572174072266,-3.986201286315918
1,0,800,12,-0.7561856508255005,0.6543570160865784,-1.2168724536895752,2.4282605772453896,0,0,6,2.0,-1.4793106317520142,-3.986201286315918
1,0,800,13,-0.7420738339424133,0.6703181266784668,-0.42610466480255127,2.4069552342475387,0,0,6,2.0,-1.5239639282226562,-3.986201286315918
1,0,800,14,-0.7545647621154785,0.6562255024909973,0.3766339421272278,2.425787011885706,0,0,6,2.0,-1.6300904750823975,-3.986201286315918
1,0,800,15,-0.7916046977043152,0.6110334396362305,1.168803095817566,2.4842271665855193,0,0,6,2.0,-1.7827479839324951,-3.986201286315918
1,0,800,16,-0.846717357635498,0.5320428609848022,1.9270782470703125,2.5805811940299646,0,0,6,2.0,-1.9567937850952148,-3.986201286315918
1,0,800,17,-0.9090882539749146,0.41660353541374207,2.626110315322876,2.7118866586289547,0,0,6,2.0,-2.1185693740844727,-3.986201286315918
1,0,800,18,-0.9643611907958984,0.2645891010761261,3.238563060760498,2.8738148263263477,0,0,6,2.0,-2.2305312156677246,-3.986201286315918
1,0,800,19,-0.9967271089553833,0.08083920925855637,3.7370049953460693,3.0606651335717605,0,0,6,2.0,-2.1350479125976562,-3.986201286315918
1,0,800,20,-0.9923274517059326,-0.12363696843385696,4.097634315490723,-3.0176385026566144,0,0,6,2.0,-1.9677422046661377,-3.986201286315918
